CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,ReplicateID,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,WindowWIS,WindowRawScaleWIS,WindowRMSE,WindowMAE,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,IsValid,IntervalMethod,IntervalStatus,RecordedStatus,AICC
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,273,274,3.92667163922849e-06,3.92667163922849e-06,9.43806174438385e-06,5.44310562709617e-06,6.04789514121797e-07,2.84346888780265e-07,0,3.03753523632643e-06,0.0178571428571429,-0.769642857142857,0.771428571428572,4.1791788486115e-06,1,closed_loop_monte_carlo,ok,ok,-10821.9439956216
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,280,281,8.54757878480212e-07,8.54757878480212e-07,3.82069889193534e-06,2.23169212730325e-06,2.47965791922583e-07,3.10801920325309e-07,0,2.9599016623232e-07,0.642857142857143,-0.144642857142857,0.2875,4.60959168304845e-06,1,closed_loop_monte_carlo,ok,ok,-11092.8722999639
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,287,288,8.21559695234483e-07,8.21559695234483e-07,3.72041446759659e-06,2.02859001863231e-06,2.25398890959146e-07,2.66964567990648e-07,3.29196236284688e-07,0,0.767857142857143,-0.0196428571428571,0.269642857142857,3.78900826787257e-06,1,closed_loop_monte_carlo,ok,ok,-11375.0176630632
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,294,295,3.8522560667166e-06,3.8522560667166e-06,9.27064080374567e-06,5.27481938448839e-06,5.86091042720932e-07,3.24024901470483e-07,2.94214012252518e-06,0,0.0714285714285714,-0.716071428571429,0.725,4.38618556660283e-06,1,closed_loop_monte_carlo,ok,ok,-11653.2379968492
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,301,302,2.89745999780663e-06,2.89745999780663e-06,7.80789016758301e-06,4.51572865166933e-06,5.01747627963259e-07,2.6978344304801e-07,2.12592892679536e-06,0,0,-0.7875,0.7875,4.02317762955176e-06,1,closed_loop_monte_carlo,ok,ok,-11918.1298119249
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,308,309,3.84176053366032e-07,3.84176053366032e-07,1.65544274201167e-06,8.345247190511e-07,9.27249687834555e-08,2.83943338256712e-07,0,7.5077463258645e-09,0.982142857142857,0.194642857142857,0.2125,4.03573161626901e-06,1,closed_loop_monte_carlo,ok,ok,-12192.6150121886
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,315,316,3.92151643645558e-06,3.92151643645558e-06,1.04337351383172e-05,5.85710793898908e-06,6.50789770998787e-07,3.53084925640312e-07,0,2.91764173981648e-06,0.0892857142857143,-0.698214285714286,0.710714285714286,4.79368375656224e-06,1,closed_loop_monte_carlo,ok,ok,-12471.8373406439
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,322,323,3.98504345185556e-06,3.98504345185556e-06,9.58653601687523e-06,5.49041153433524e-06,6.10045726037249e-07,2.9804117605607e-07,0,3.07695654976224e-06,0,-0.7875,0.7875,4.28012999463347e-06,1,closed_loop_monte_carlo,ok,ok,-12730.57264262
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,329,330,4.10331912435041e-07,4.10331912435041e-07,1.32013517004979e-06,6.56624433175474e-07,7.29582703528305e-08,3.37373642082211e-07,0,0,1,0.2125,0.2125,4.81840691801484e-06,1,closed_loop_monte_carlo,ok,ok,-13000.7233570927
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,336,337,4.27515421336832e-06,4.27515421336832e-06,1.11512126077982e-05,6.28443837455813e-06,6.98270930506459e-07,3.46220219462693e-07,3.23066306339917e-06,0,0.0892857142857143,-0.698214285714286,0.710714285714286,4.93547274568343e-06,1,closed_loop_monte_carlo,ok,ok,-13280.5241962592
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,343,344,4.37301557571138e-06,4.37301557571138e-06,1.06858867087364e-05,6.09092514777413e-06,6.76769460863792e-07,3.13480476682096e-07,3.38276563816549e-06,0,0,-0.7875,0.7875,4.83823430267157e-06,1,closed_loop_monte_carlo,ok,ok,-13544.500817206
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,350,351,6.111106443533e-07,6.111106443533e-07,3.00441902406997e-06,1.81005737412817e-06,2.01117486014241e-07,3.93350728301812e-07,1.66424300372471e-08,0,0.821428571428571,0.0339285714285714,0.2125,5.51814227415475e-06,1,closed_loop_monte_carlo,ok,ok,-13815.0587098669
