na,nb,nk,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
3,2,7,0.00118993363443432,1.23213758703339e+50,0.0599215686706638,0.298380120562265,3.08034396758347e+49,234
3,2,6,0.00120287121981652,1.23834729695457e+50,0.0560903161077096,0.330636240874934,3.09586824238642e+49,235
3,2,5,0.00123154321211025,1.25665202183759e+50,0.0464404929548493,0.351664314670635,3.14163005459398e+49,236
3,2,4,0.00128014331100445,1.30800906211973e+50,0.0340392139251025,0.384740912818045,3.27002265529933e+49,237
3,2,3,0.00157360784425998,1.50895218717043e+50,0.0186306146692699,0.143848564628362,3.77238046792608e+49,238
7,3,6,0.00437745446749107,6.34380412927529e+23,2.11470898389206e+50,0.753291837846518,5.28677245973016e+49,239
5,6,7,0.00127852797118953,2.49599450068388e+50,0.0211359563155906,0.0441056147066245,6.23998625170969e+49,240
13,1,5,0.00611505610776401,2.57865463282587e+50,0.0123210666892125,0.0103569197889745,6.44663658206467e+49,241
3,3,6,0.00125333108103225,4.33871533133666e+50,0.110842491173487,0.520752477058064,1.08467883283416e+50,242
3,3,7,0.00124596902339369,4.35674640527808e+50,0.121263566847076,0.340446994568185,1.08918660131952e+50,243
3,3,5,0.00127356648129641,4.43291558452207e+50,0.0868292855499745,0.688158914655368,1.10822889613052e+50,244
3,3,4,0.00131519122720435,4.81164629921625e+50,0.0614670195219448,0.818114296476885,1.20291157480406e+50,245
3,3,3,0.00154932755788754,6.47803500314263e+50,0.0256528507131761,0.145321956893607,1.61950875078566e+50,246
12,7,7,0.00568216127662125,6.71945031907547e+50,4.01695018684928e+22,10.1468940726352,1.67986257976887e+50,247
7,6,1,0.0036930274669339,3.61264802205553e+32,7.3685780922239e+50,1.64537960009274e+37,1.84214452305602e+50,248
12,5,1,0.00596120976988493,8.41818851016436e+50,9520280.87851621,0.460806225935963,2.10454712754109e+50,249
12,6,5,0.00623487902195192,1.06802566105273e+51,39494242184924,6.08753810859772,2.67006415263182e+50,250
13,1,2,0.00493351167501859,1.58789942669172e+51,0.0124785076833044,0.0103536444859956,3.9697485667293e+50,251
