CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalMethod,IntervalStatus,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,5,61,1.45894263841497,0.2,0.8,1.06721353372732,1.46373791657228,1,closed_loop_monte_carlo,ok,0.396524382844953,0.2,0.2,0.396524382844953,0.00881165295211006,0.00881165295211006,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,6,62,1.45357471720592,0.2,0.8,1.06107794986628,1.56356070883171,1,closed_loop_monte_carlo,ok,0.502482758965426,0.2,0.2,0.502482758965426,0.011166283532565,0.011166283532565,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,7,63,1.44790625961717,0.2,0.8,1.00166719126633,1.76141939174696,1,closed_loop_monte_carlo,ok,0.759752200480624,0.2,0.2,0.759752200480624,0.0168833822329028,0.0168833822329028,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,1,57,1.47728721665793,0.5,0.5,1.10685502277498,1.17408766077486,0,closed_loop_monte_carlo,ok,0.0672326379998731,-0.5,0.5,1.28003086153216,0.0711128256406757,0.00373514655554851,0,0.0673776790851272
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,2,58,1.47318138902826,0.5,0.5,1.1172574103568,1.21997076719802,0,closed_loop_monte_carlo,ok,0.102713356841226,-0.5,0.5,1.1155558441622,0.0619753246756779,0.00570629760229031,0,0.0562690270733876
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,3,59,1.46875178722047,0.5,0.5,1.11830867064738,1.27807328558198,0,closed_loop_monte_carlo,ok,0.159764614934603,-0.5,0.5,0.92247862148857,0.0512488123049206,0.00887581194081128,0,0.0423730003641093
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,4,60,1.46400366119206,0.5,0.5,1.10209642086699,1.30225847913472,0,closed_loop_monte_carlo,ok,0.200162058267726,-0.5,0.5,0.847142786497095,0.0470634881387275,0.011120114348207,0,0.0359433737905205
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,5,61,1.45894263841497,0.5,0.5,1.11333162971913,1.26185046524209,0,closed_loop_monte_carlo,ok,0.148518835522957,-0.5,0.5,0.936887528214504,0.052049307123028,0.00825104641794204,0,0.0437982607050859
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,6,62,1.45357471720592,0.5,0.5,1.12379004712427,1.46340485046768,1,closed_loop_monte_carlo,ok,0.339614803343402,0.5,0.5,0.339614803343402,0.0188674890746334,0.0188674890746334,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,7,63,1.44790625961717,0.5,0.5,1.04155645909311,1.57695205859777,1,closed_loop_monte_carlo,ok,0.53539559950466,0.5,0.5,0.53539559950466,0.0297441999724811,0.0297441999724811,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_ARX_I.mat,forecast_results,49,50,1,50,1.4966032770697,0.05,0.95,1.56249949056711,2.08583361816329,0,closed_loop_monte_carlo,ok,0.523334127596179,-0.95,0.95,3.15918266749235,0.0175510148194019,0.00290741181997877,0.0146436029994231,0
